id,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam,first_name,second_name,web_name
250,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,James,Garner,Garner
265,75,0,0,1,0,0,0,0,0,0,0,0,7,2.0,3.6,12.0,1.8,3,FALSE,Ayoze,Pérez,Pérez
266,90,0,0,0,1,0,0,0,1,0,0,0,2,1.4,13.5,21.0,3.6,1,FALSE,Miguel,Almirón,Almirón
267,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Christian,Atsu,Atsu
268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Sung-yueng,Ki,Ki Sung-yueng
269,53,0,0,0,0,0,0,0,0,0,0,0,4,5.0,4.8,26.0,3.6,1,FALSE,Jonjo,Shelvey,Shelvey
270,66,0,0,0,1,0,0,0,0,0,0,0,8,5.6,1.8,0.0,0.7,2,FALSE,Sean,Longstaff,Longstaff
271,90,0,0,0,1,0,0,0,0,0,0,0,20,22.4,12.0,0.0,3.4,2,FALSE,Isaac,Hayden,Hayden
282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Mario,Vrancic,Vrancic
283,90,0,1,0,4,0,0,0,1,0,0,0,16,34.2,40.5,24.0,9.9,4,FALSE,Emiliano,Buendía,Buendía
284,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6,22.0,2.1,1,FALSE,Onel,Hernández,Hernández
285,57,0,0,0,4,0,0,0,0,0,0,0,1,1.6,0.4,19.0,2.1,1,FALSE,Marco,Stiepermann,Stiepermann
286,90,0,0,0,4,0,0,0,0,0,0,0,12,11.4,0.6,0.0,1.2,2,FALSE,Kenny,McLean,McLean
287,90,0,0,0,4,0,0,0,0,0,0,0,10,15.6,33.9,2.0,5.2,2,FALSE,Todd,Cantwell,Cantwell
288,32,0,0,0,0,0,0,0,1,0,0,0,-3,1.2,1.2,4.0,0.6,0,FALSE,Moritz,Leitner,Leitner
289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Alexander,Tettey,Tettey
290,69,0,0,0,4,0,0,0,0,0,0,0,11,4.4,0.6,4.0,0.9,2,FALSE,Tom,Trybull,Trybull
300,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Mark,Duffy,Duffy
301,90,0,0,0,1,0,0,0,1,0,0,0,9,8.2,28.5,0.0,3.7,1,FALSE,John,Fleck,Fleck
302,90,0,0,0,1,0,0,0,0,0,0,0,16,16.6,21.3,0.0,3.8,2,FALSE,Oliver,Norwood,Norwood
320,90,0,0,0,3,0,0,0,0,0,0,0,7,2.4,3.1,29.0,3.5,2,FALSE,Nathan,Redmond,Redmond
321,90,0,0,0,3,0,0,0,0,0,0,0,10,10.8,15.1,17.0,4.3,2,FALSE,James,Ward-Prowse,Ward-Prowse
322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Mohamed,Elyounoussi,Elyounoussi
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Stuart,Armstrong,Armstrong
324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Mario,Lemina,Lemina
325,17,0,0,0,1,0,0,0,0,0,0,0,2,0.0,1.1,0.0,0.0,1,FALSE,Pierre-Emile,Højbjerg,Højbjerg
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Tyreke,Johnson,Johnson
327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Callum,Slattery,Slattery
328,90,0,0,0,3,0,0,0,0,0,0,0,8,8.8,12.6,11.0,3.2,2,FALSE,Oriol,Romeu Vidal,Oriol Romeu
342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Heung-Min,Son,Son
343,26,0,0,0,0,0,0,0,0,0,0,0,10,12.6,40.8,18.0,7.1,1,FALSE,Christian,Eriksen,Eriksen
344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Bamidele,Alli,Alli
345,90,0,1,0,1,0,0,0,0,0,0,0,19,24.4,39.4,32.0,9.6,5,FALSE,Lucas,Rodrigues Moura da Silva,Lucas Moura
346,87,0,0,0,1,0,0,0,1,0,0,0,15,11.6,38.3,39.0,8.9,1,FALSE,Erik,Lamela,Lamela
347,63,0,0,0,1,0,0,0,0,0,0,0,14,10.8,29.6,1.0,4.1,2,FALSE,Harry,Winks,Winks
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Victor,Wanyama,Wanyama
349,90,0,1,0,1,0,0,0,0,0,0,0,13,17.8,20.3,51.0,8.9,5,FALSE,Moussa,Sissoko,Sissoko
350,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Eric,Dier,Dier
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Luke,Amos,Amos
352,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,1,FALSE,Oliver,Skipp,Skipp
368,90,0,0,0,3,1,0,0,0,0,0,0,7,4.4,23.1,2.0,3.0,0,FALSE,Abdoulaye,Doucouré,Doucouré
369,45,0,0,0,2,0,0,0,0,0,0,0,3,2.8,3.3,30.0,3.6,1,FALSE,Roberto,Pereyra,Pereyra
370,90,0,0,0,3,0,0,0,0,0,0,0,1,3.6,3.3,6.0,1.3,2,FALSE,Will,Hughes,Hughes
371,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Tom,Cleverley,Cleverley
372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ken,Sema,Sema
373,90,0,0,0,3,0,0,0,0,0,0,0,7,9.2,2.6,1.0,1.3,2,FALSE,Etienne,Capoue,Capoue
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Nathaniel,Chalobah,Chalobah
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Domingos,Quina,Quina
389,45,0,0,0,1,0,0,0,0,0,0,0,2,3.8,12.3,0.0,1.6,1,FALSE,Michail,Antonio,Antonio
390,65,0,0,0,2,0,0,0,1,0,0,0,0,3.8,1.6,0.0,0.5,1,FALSE,Felipe Anderson,Pereira Gomes,Felipe Anderson
391,90,0,0,0,5,0,0,0,0,0,0,0,16,10.4,6.8,25.0,4.2,2,FALSE,Manuel,Lanzini,Lanzini
392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Andriy,Yarmolenko,Yarmolenko
393,34,0,0,0,3,0,0,0,0,0,0,0,7,2.2,15.8,0.0,1.8,1,FALSE,Robert,Snodgrass,Snodgrass
394,55,0,0,0,2,0,0,0,0,0,0,0,3,2.6,2.1,0.0,0.5,1,FALSE,Jack,Wilshere,Wilshere
395,90,0,0,0,5,0,0,0,0,0,0,0,15,16.0,1.8,0.0,1.8,2,FALSE,Declan,Rice,Rice
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Mark,Noble,Noble
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Carlos,Sánchez,Carlos Sánchez
398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Grady,Diangana,Diangana
399,45,0,0,0,4,0,0,0,0,0,0,0,3,6.6,1.4,0.0,0.8,1,FALSE,Pablo,Fornals,Fornals
400,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Pedro,Obiang,Obiang
414,80,0,0,1,0,0,0,0,1,0,0,0,10,13.8,10.7,0.0,2.5,2,FALSE,Rúben Diogo,da Silva Neves,Neves
415,90,0,0,1,0,0,0,0,0,0,0,0,11,21.8,29.8,0.0,5.2,3,FALSE,João Filipe Iria,Santos Moutinho,Moutinho
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Morgan,Gibbs-White,Gibbs-White
417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Adama,Traoré,Traoré
418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Hélder,Costa,Costa
419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ivan,Cavaleiro,Cavaleiro
420,90,0,0,1,0,0,0,0,0,0,0,0,13,16.8,21.9,23.0,6.2,3,FALSE,Leander,Dendoncker,Dendoncker
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Leandro,Trossard,Trossard
422,45,0,0,0,0,0,0,0,0,0,0,0,6,7.6,11.3,0.0,1.9,1,FALSE,André Filipe,Tavares Gomes,André Gomes
430,6,0,0,0,0,0,0,0,0,0,0,0,3,2.0,0.0,0.0,0.2,1,FALSE,Aaron,Lennon,Lennon
431,32,0,0,0,3,0,0,0,0,0,0,0,4,6.0,11.8,8.0,2.6,1,FALSE,Christian,Pulisic,Pulisic
432,90,0,0,0,4,0,0,0,0,0,0,0,22,17.2,26.3,0.0,4.4,2,FALSE,Mateo,Kovacic,Kovacic
435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Patrick,Roberts,Roberts
438,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Moussa,Djenepo,Djenepo
441,12,0,0,0,0,0,0,0,0,0,0,0,3,4.0,6.0,0.0,1.0,1,FALSE,Luke,Freeman,Freeman
442,90,1,0,0,1,0,0,0,0,0,0,1,26,41.2,20.3,14.0,7.6,8,FALSE,Tanguy,Ndombele,Ndombele
443,90,0,0,1,0,0,0,0,0,0,0,0,15,12.2,3.1,0.0,1.5,3,FALSE,Rodrigo,Hernandez,Rodrigo
448,90,0,0,1,0,0,0,0,0,0,0,0,21,14.2,33.7,36.0,8.4,3,FALSE,Youri,Tielemans,Tielemans
453,90,0,0,0,1,0,0,0,0,0,0,0,2,4.6,0.9,29.0,3.5,2,FALSE,Callum,Robinson,Robinson
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ravel,Morrison,Morrison
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Robert Kenedy,Nunes do Nascimento,Kenedy
463,90,0,0,0,4,0,0,0,0,0,0,0,15,25.0,51.8,20.0,9.7,2,FALSE,Mason,Mount,Mount
465,58,0,0,0,0,0,0,0,0,0,0,0,4,16.4,14.4,35.0,6.6,1,FALSE,Mahmoud Ahmed,Ibrahim Hassan,Trézéguet
469,26,0,0,0,0,0,0,0,0,0,0,0,3,3.0,2.9,0.0,0.6,1,FALSE,Daniel,Ceballos Fernández,Ceballos
470,8,0,0,0,2,0,0,0,0,0,0,0,3,11.6,10.0,0.0,2.2,1,FALSE,Douglas Luiz,Soares de Paulo,Douglas Luiz
472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ben,Osborn,Osborn
476,90,0,0,0,1,0,0,0,0,0,0,0,15,23.4,24.3,10.0,5.8,2,FALSE,Philip,Billing,Billing
480,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Andy,King,King
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Jack,Colback,Colback
483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Jacob,Murphy,Murphy
488,19,0,0,0,0,0,0,0,0,0,0,0,2,0.2,1.6,0.0,0.2,1,FALSE,Nicolas,Pépé,Pépé
489,70,0,0,1,0,0,0,0,1,0,0,0,10,11.2,28.8,4.0,4.4,2,FALSE,Reiss,Nelson,Nelson
490,63,0,0,1,0,0,0,0,0,0,0,0,6,2.0,1.7,6.0,1.0,3,FALSE,Joseph,Willock,Willock
491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Marvelous,Nakamba,Nakamba
492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Arnaut,Danjuma Groeneveld,Danjuma
497,45,0,0,0,0,0,0,0,0,0,0,0,6,6.8,4.6,0.0,1.1,1,FALSE,Jean-Philippe,Gbamin,Gbamin
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Rolando,Aarons,Aarons
500,23,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,FALSE,Allan,Saint-Maximin,Saint-Maximin
505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Harry,Wilson,Wilson
507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ibrahim,Amadou,Amadou
508,17,0,0,0,1,0,0,0,0,0,0,0,2,5.4,12.3,6.0,2.4,1,FALSE,Sofiane,Boufal,Boufal
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Víctor,Camarasa,Camarasa
516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Aaron,Mooy,Mooy
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Dennis,Praet,Praet
522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Muhamed,Bešić,Bešić
523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Giovani,Lo Celso,Lo Celso
524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ryan,Sessegnon,Sessegnon
525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Ismaïla,Sarr,Sarr
527,2,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8,1,FALSE,Georges-Kévin,Nkoudou,Nkoudou
528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Pedro,Lomba Neto,Neto
11,90,1,0,1,0,0,0,0,0,0,0,0,25,37.4,6.5,78.0,12.2,6,FALSE,Pierre-Emerick,Aubameyang,Aubameyang
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Alexandre,Lacazette,Lacazette
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Edward,Nketiah,Nketiah
26,16,0,0,0,2,0,0,0,0,0,0,0,4,0.0,0.0,2.0,0.2,1,FALSE,Jonathan,Kodjia,Kodjia
44,63,0,0,1,0,0,0,0,0,0,0,0,0,4.2,3.1,4.0,1.1,2,FALSE,Glenn,Murray,Murray
45,63,0,0,1,0,0,0,0,0,0,0,0,8,3.2,1.4,19.0,2.4,2,FALSE,Jürgen,Locadia,Locadia
46,26,1,0,0,0,0,0,0,0,0,0,1,27,40.0,0.5,17.0,5.8,6,FALSE,Florin,Andone,Andone
67,89,0,1,0,1,0,0,0,0,0,0,0,10,2.4,2.3,35.0,4.0,5,FALSE,Callum,Wilson,Wilson
68,90,0,0,0,1,0,0,0,0,0,0,0,6,6.0,12.4,22.0,4.0,2,FALSE,Joshua,King,King
69,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,1,FALSE,Dominic,Solanke,Solanke
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Lys,Mousset,Mousset
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Sam,Surridge,Surridge
90,83,2,0,1,0,0,0,0,0,0,0,3,58,71.4,1.8,89.0,16.2,13,TRUE,Ashley,Barnes,Barnes
91,90,0,0,1,0,0,0,0,0,0,0,0,-1,0.0,0.7,8.0,0.8,2,FALSE,Chris,Wood,Wood
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Matej,Vydra,Vydra
110,24,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.6,0.0,0.0,1,FALSE,Olivier,Giroud,Giroud
129,82,0,0,1,0,0,0,0,0,0,0,0,9,9.6,15.0,2.0,2.7,2,FALSE,Christian,Benteke,Benteke
130,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.5,2.0,0.2,1,FALSE,Connor,Wickham,Wickham
146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Cenk,Tosun,Tosun
147,68,0,0,1,0,0,0,0,0,0,0,0,5,1.4,11.2,6.0,1.9,2,FALSE,Dominic,Calvert-Lewin,Calvert-Lewin
166,90,0,0,1,0,0,0,0,0,0,0,0,5,6.8,4.9,4.0,1.6,2,FALSE,Jamie,Vardy,Vardy
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Kelechi,Iheanacho,Iheanacho
187,85,0,1,0,1,0,0,0,0,0,0,0,26,24.6,14.8,66.0,10.5,5,FALSE,Roberto,Firmino,Firmino
188,73,1,1,0,1,0,0,0,0,0,0,3,46,45.4,26.4,21.0,9.3,12,FALSE,Divock,Origi,Origi
210,21,1,0,0,0,0,0,0,0,0,0,0,27,33.4,0.3,17.0,5.1,5,FALSE,Sergio,Agüero,Agüero
211,68,1,0,1,0,0,0,0,0,0,0,0,31,33.4,4.8,42.0,8.0,6,FALSE,Gabriel Fernando,de Jesus,Jesus
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Romelu,Lukaku,Lukaku
233,85,2,0,1,0,0,0,0,0,0,0,3,53,71.8,1.9,58.0,13.2,13,TRUE,Marcus,Rashford,Rashford
234,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.6,18.0,1.9,1,FALSE,Mason,Greenwood,Greenwood
260,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Yoshinori,Muto,Muto
261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Jose Luis,Mato Sanmartín,Joselu
278,82,1,0,0,4,0,0,0,0,0,0,1,32,39.2,21.2,41.0,10.1,7,FALSE,Teemu,Pukki,Pukki
279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Dennis,Srbeny,Srbeny
298,8,1,0,0,0,0,0,0,0,0,0,3,26,32.4,0.5,35.0,6.8,8,FALSE,Billy,Sharp,Sharp
303,62,0,0,0,1,0,0,0,0,0,0,0,0,2.0,5.3,8.0,1.5,2,FALSE,David,McGoldrick,McGoldrick
312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Charlie,Austin,Austin
313,65,0,0,0,1,0,0,0,0,0,0,0,8,4.8,11.0,0.0,1.6,2,FALSE,Danny,Ings,Ings
314,24,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.4,4.0,0.4,1,FALSE,Michael,Obafemi,Obafemi
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Shane,Long,Long
316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Sam,Gallagher,Gallagher
338,90,2,0,0,1,0,0,0,0,0,0,3,50,64.2,24.1,95.0,18.3,13,TRUE,Harry,Kane,Kane
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Vincent,Janssen,Janssen
362,90,0,0,0,3,0,0,0,0,0,0,0,6,7.6,11.5,9.0,2.8,2,FALSE,Troy,Deeney,Deeney
363,45,0,0,0,1,0,0,0,0,0,0,0,1,0.0,5.5,3.0,0.6,1,FALSE,Gerard,Deulofeu,Deulofeu
364,74,0,0,0,2,0,0,0,0,0,0,0,3,1.4,2.5,17.0,2.1,2,FALSE,Andre,Gray,Gray
365,15,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,FALSE,Isaac,Success Ajayi,Success
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Marko,Arnautovic,Arnautovic
386,24,0,0,0,3,0,0,0,0,0,0,0,-2,1.6,1.0,18.0,2.1,1,FALSE,Javier,Hernández Balcázar,Chicharito
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Alexandre Nascimento,Costa Silva,Xande Silva
409,90,0,0,1,0,0,0,0,0,0,0,0,10,19.8,12.2,30.0,6.2,2,FALSE,Raúl,Jiménez,Jiménez
410,75,0,0,1,0,0,0,0,0,0,0,0,4,1.6,12.3,25.0,3.9,2,FALSE,Diogo,Jota,Jota
428,73,0,0,0,1,0,0,0,0,0,0,0,2,5.0,1.1,17.0,2.3,2,FALSE,Wesley,Moraes,Wesley
434,7,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.3,2.0,0.2,1,FALSE,Josip,Drmic,Drmic
437,72,0,0,0,2,0,0,0,0,0,0,0,-5,0.0,1.8,21.0,1.6,2,FALSE,Che,Adams,Adams
451,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,FALSE,Jay,Rodriguez,Rodriguez
457,90,0,0,0,5,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,2,FALSE,Sébastien,Haller,Haller
460,65,0,0,0,2,0,0,0,1,0,0,0,1,0.0,0.8,24.0,2.4,1,FALSE,Tammy,Abraham,Abraham
461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Michy,Batshuayi,Batshuayi
464,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Rhian,Brewster,Brewster
466,90,0,0,0,1,0,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,2,FALSE,Joelinton Cássio,Apolinário de Lira,Joelinton
468,64,0,0,1,0,0,0,0,0,0,0,0,8,9.0,12.8,19.0,4.1,2,FALSE,Jordan,Ayew,Ayew
487,14,0,0,0,0,0,0,0,0,0,0,0,-1,5.4,0.0,0.0,0.5,1,FALSE,Patrick,Cutrone,Cutrone
496,21,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.2,0.0,0.1,1,FALSE,Moise,Kean,Kean
501,27,0,0,0,0,0,0,0,0,0,0,0,3,3.4,1.4,4.0,0.9,1,FALSE,Oliver,McBurnie,McBurnie
502,26,1,0,0,0,0,0,0,0,0,0,1,27,0.0,0.0,0.0,0.0,6,FALSE,Neal,Maupay,Maupay
504,6,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1,FALSE,Gabriel Teodoro,Martinelli Silva,Martinelli
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Troy,Parrott,Parrott
512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Danny,Welbeck,Welbeck
514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Albian,Ajeti,Ajeti
520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,FALSE,Andy,Carroll,Carroll
